time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
22.7300,1.6517,2.6265,-5.4152,0.5509,29.5967,-0.2488,0.1412,0.0063,0.0246,-0.0030,0.1244,0.5000,4.9566,-0.0000,-0.0001,-0.0000,1.8054,2.3313,-4.6627,0.9027,29.3175,-0.2500,0.3694,0.5000,-0.0565,0.1432,-0.1546,-0.0010
22.7400,1.6779,2.6224,-5.4095,0.5644,29.5943,-0.2488,0.1413,0.0063,0.0246,-0.0031,0.1294,0.5000,4.9566,-0.0000,-0.0001,-0.0000,1.8287,2.3268,-4.6536,0.9143,29.3150,-0.2500,0.3744,0.5000,-0.0569,0.1435,-0.1550,-0.0005
22.7500,1.7041,2.6182,-5.4038,0.5779,29.5918,-0.2488,0.1413,0.0063,0.0246,-0.0031,0.1344,0.5000,4.9567,-0.0000,-0.0001,-0.0000,1.8519,2.3222,-4.6444,0.9260,29.3125,-0.2500,0.3794,0.5000,-0.0573,0.1438,-0.1554,0.0001
22.7600,1.7302,2.6139,-5.3978,0.5914,29.5893,-0.2489,0.1414,0.0062,0.0245,-0.0032,0.1394,0.5000,4.9567,-0.0000,-0.0001,-0.0000,1.8751,2.3175,-4.6351,0.9376,29.3100,-0.2500,0.3844,0.5000,-0.0577,0.1441,-0.1559,0.0006
22.7700,1.7563,2.6096,-5.3918,0.6049,29.5868,-0.2489,0.1415,0.0062,0.0245,-0.0032,0.1444,0.5000,4.9568,-0.0000,-0.0001,-0.0000,1.8983,2.3128,-4.6256,0.9491,29.3075,-0.2500,0.3894,0.5000,-0.0580,0.1444,-0.1563,0.0012
22.7800,1.7823,2.6052,-5.3856,0.6184,29.5843,-0.2489,0.1415,0.0062,0.0245,-0.0033,0.1494,0.5000,4.9568,-0.0000,-0.0001,-0.0000,1.9214,2.3080,-4.6161,0.9607,29.3050,-0.2500,0.3944,0.5000,-0.0584,0.1447,-0.1567,0.0017
22.7900,1.8084,2.6008,-5.3793,0.6319,29.5818,-0.2489,0.1416,0.0062,0.0244,-0.0034,0.1544,0.5000,4.9569,-0.0000,-0.0001,-0.0000,1.9444,2.3032,-4.6064,0.9722,29.3025,-0.2500,0.3994,0.5000,-0.0588,0.1450,-0.1571,0.0023
22.8000,1.8343,2.5962,-5.3728,0.6454,29.5793,-0.2489,0.1416,0.0061,0.0244,-0.0034,0.1594,0.5000,4.9569,-0.0000,-0.0001,-0.0000,1.9675,2.2983,-4.5966,0.9837,29.3000,-0.2500,0.4044,0.5000,-0.0592,0.1453,-0.1575,0.0028
22.8100,1.8602,2.5917,-5.3662,0.6588,29.5768,-0.2489,0.1417,0.0061,0.0244,-0.0035,0.1644,0.5000,4.9569,-0.0000,-0.0001,-0.0000,1.9904,2.2934,-4.5867,0.9952,29.2975,-0.2500,0.4094,0.5000,-0.0595,0.1456,-0.1579,0.0034
22.8200,1.8861,2.5870,-5.3595,0.6722,29.5743,-0.2490,0.1418,0.0061,0.0243,-0.0036,0.1694,0.5000,4.9570,-0.0001,-0.0001,-0.0000,2.0133,2.2884,-4.5767,1.0067,29.2950,-0.2500,0.4144,0.5000,-0.0599,0.1459,-0.1583,0.0040
22.8300,1.9119,2.5823,-5.3527,0.6856,29.5719,-0.2490,0.1418,0.0060,0.0243,-0.0036,0.1744,0.5000,4.9570,-0.0001,-0.0001,-0.0000,2.0362,2.2833,-4.5666,1.0181,29.2925,-0.2500,0.4194,0.5000,-0.0603,0.1462,-0.1587,0.0045
22.8400,1.9377,2.5775,-5.3457,0.6990,29.5694,-0.2490,0.1419,0.0060,0.0243,-0.0037,0.1794,0.5000,4.9571,-0.0001,-0.0001,-0.0000,2.0590,2.2782,-4.5564,1.0295,29.2900,-0.2500,0.4244,0.5000,-0.0606,0.1465,-0.1591,0.0051
22.8500,1.9634,2.5727,-5.3386,0.7124,29.5669,-0.2490,0.1420,0.0060,0.0242,-0.0037,0.1844,0.5000,4.9571,-0.0001,-0.0001,-0.0000,2.0817,2.2730,-4.5460,1.0409,29.2875,-0.2500,0.4294,0.5000,-0.0610,0.1467,-0.1595,0.0057
22.8600,1.9891,2.5678,-5.3313,0.7257,29.5644,-0.2490,0.1420,0.0059,0.0242,-0.0038,0.1894,0.5000,4.9571,-0.0001,-0.0001,-0.0000,2.1044,2.2678,-4.5356,1.0522,29.2850,-0.2500,0.4344,0.5000,-0.0614,0.1470,-0.1599,0.0063
22.8700,2.0147,2.5628,-5.3239,0.7391,29.5619,-0.2490,0.1421,0.0059,0.0241,-0.0039,0.1944,0.5000,4.9572,-0.0001,-0.0001,-0.0000,2.1271,2.2625,-4.5250,1.0635,29.2825,-0.2500,0.4394,0.5000,-0.0617,0.1473,-0.1602,0.0069
22.8800,2.0403,2.5577,-5.3164,0.7524,29.5594,-0.2491,0.1421,0.0058,0.0241,-0.0039,0.1994,0.5000,4.9572,-0.0001,-0.0001,-0.0000,2.1497,2.2571,-4.5143,1.0748,29.2800,-0.2500,0.4444,0.5000,-0.0621,0.1475,-0.1606,0.0075
22.8900,2.0658,2.5526,-5.3087,0.7657,29.5569,-0.2491,0.1422,0.0058,0.0241,-0.0040,0.2044,0.5000,4.9573,-0.0001,-0.0001,-0.0000,2.1722,2.2517,-4.5035,1.0861,29.2775,-0.2500,0.4494,0.5000,-0.0625,0.1478,-0.1609,0.0081
22.9000,2.0913,2.5475,-5.3009,0.7790,29.5544,-0.2491,0.1422,0.0058,0.0240,-0.0040,0.2094,0.5000,4.9573,-0.0001,-0.0001,-0.0000,2.1947,2.2463,-4.4926,1.0974,29.2750,-0.2500,0.4544,0.5000,-0.0628,0.1481,-0.1613,0.0087
22.9100,2.1167,2.5423,-5.2930,0.7922,29.5519,-0.2491,0.1423,0.0057,0.0240,-0.0041,0.2144,0.5000,4.9573,-0.0001,-0.0001,-0.0000,2.2172,2.2408,-4.4815,1.1086,29.2725,-0.2500,0.4594,0.5000,-0.0632,0.1483,-0.1616,0.0093
22.9200,2.1421,2.5370,-5.2850,0.8055,29.5494,-0.2491,0.1424,0.0057,0.0239,-0.0042,0.2194,0.5000,4.9574,-0.0001,-0.0001,-0.0000,2.2395,2.2352,-4.4704,1.1198,29.2700,-0.2500,0.4644,0.5000,-0.0635,0.1486,-0.1620,0.0099
22.9300,2.1674,2.5316,-5.2768,0.8187,29.5469,-0.2491,0.1424,0.0057,0.0239,-0.0042,0.2244,0.5000,4.9574,-0.0001,-0.0001,-0.0000,2.2619,2.2296,-4.4591,1.1309,29.2675,-0.2500,0.4694,0.5000,-0.0639,0.1488,-0.1623,0.0105
22.9400,2.1927,2.5262,-5.2685,0.8319,29.5445,-0.2492,0.1425,0.0056,0.0239,-0.0043,0.2294,0.5000,4.9575,-0.0001,-0.0001,-0.0000,2.2841,2.2239,-4.4478,1.1421,29.2650,-0.2500,0.4744,0.5000,-0.0642,0.1490,-0.1626,0.0111
22.9500,2.2179,2.5207,-5.2600,0.8450,29.5420,-0.2492,0.1425,0.0056,0.0238,-0.0043,0.2344,0.5000,4.9575,-0.0001,-0.0001,-0.0000,2.3063,2.2181,-4.4363,1.1532,29.2625,-0.2500,0.4794,0.5000,-0.0646,0.1493,-0.1630,0.0117
22.9600,2.2430,2.5152,-5.2514,0.8582,29.5395,-0.2492,0.1426,0.0055,0.0238,-0.0044,0.2394,0.5000,4.9575,-0.0001,-0.0001,-0.0000,2.3285,2.2124,-4.4247,1.1643,29.2600,-0.2500,0.4844,0.5000,-0.0649,0.1495,-0.1633,0.0123
22.9700,2.2681,2.5095,-5.2427,0.8713,29.5370,-0.2492,0.1426,0.0055,0.0237,-0.0044,0.2444,0.5000,4.9576,-0.0001,-0.0001,-0.0000,2.3506,2.2065,-4.4130,1.1753,29.2575,-0.2500,0.4894,0.5000,-0.0653,0.1497,-0.1636,0.0129
22.9800,2.2932,2.5039,-5.2339,0.8844,29.5345,-0.2492,0.1427,0.0054,0.0237,-0.0045,0.2494,0.5000,4.9576,-0.0001,-0.0001,-0.0000,2.3726,2.2006,-4.4012,1.1863,29.2550,-0.2500,0.4944,0.5000,-0.0656,0.1500,-0.1639,0.0136
22.9900,2.3182,2.4981,-5.2249,0.8975,29.5320,-0.2492,0.1427,0.0054,0.0236,-0.0046,0.2544,0.5000,4.9576,-0.0001,-0.0001,-0.0000,2.3946,2.1946,-4.3893,1.1973,29.2525,-0.2500,0.4994,0.5000,-0.0660,0.1502,-0.1642,0.0142
23.0000,2.3431,2.4924,-5.2158,0.9106,29.5295,-0.2493,0.1428,0.0054,0.0236,-0.0046,0.2594,0.5000,4.9577,-0.0001,-0.0001,-0.0000,2.4165,2.1886,-4.3773,1.2083,29.2500,-0.2500,0.5044,0.5000,-0.0663,0.1504,-0.1645,0.0148
23.0100,2.3679,2.4865,-5.2065,0.9236,29.5270,-0.2493,0.1429,0.0053,0.0235,-0.0047,0.2644,0.5000,4.9577,-0.0001,-0.0001,-0.0000,2.4384,2.1826,-4.3651,1.2192,29.2475,-0.2500,0.5094,0.5000,-0.0667,0.1506,-0.1648,0.0155
23.0200,2.3928,2.4806,-5.1972,0.9367,29.5245,-0.2493,0.1429,0.0053,0.0235,-0.0047,0.2694,0.5000,4.9577,-0.0001,-0.0001,-0.0000,2.4602,2.1764,-4.3529,1.2301,29.2450,-0.2500,0.5144,0.5000,-0.0670,0.1508,-0.1650,0.0161
23.0300,2.4175,2.4746,-5.1877,0.9497,29.5220,-0.2493,0.1430,0.0052,0.0235,-0.0048,0.2744,0.5000,4.9578,-0.0001,-0.0001,-0.0000,2.4819,2.1703,-4.3405,1.2410,29.2425,-0.2500,0.5194,0.5000,-0.0673,0.1510,-0.1653,0.0167
23.0400,2.4422,2.4685,-5.1781,0.9626,29.5195,-0.2493,0.1430,0.0052,0.0234,-0.0048,0.2794,0.5000,4.9578,-0.0001,-0.0001,-0.0000,2.5036,2.1640,-4.3281,1.2518,29.2400,-0.2500,0.5244,0.5000,-0.0677,0.1512,-0.1656,0.0174
23.0500,2.4668,2.4624,-5.1683,0.9756,29.5170,-0.2493,0.1431,0.0051,0.0234,-0.0049,0.2844,0.5000,4.9578,-0.0001,-0.0001,-0.0000,2.5252,2.1577,-4.3155,1.2626,29.2375,-0.2500,0.5294,0.5000,-0.0680,0.1514,-0.1658,0.0180
23.0600,2.4914,2.4563,-5.1584,0.9885,29.5145,-0.2494,0.1431,0.0051,0.0233,-0.0049,0.2894,0.5000,4.9579,-0.0001,-0.0001,-0.0000,2.5467,2.1514,-4.3028,1.2734,29.2350,-0.2500,0.5344,0.5000,-0.0683,0.1516,-0.1661,0.0187
23.0700,2.5159,2.4500,-5.1484,1.0014,29.5121,-0.2494,0.1432,0.0050,0.0233,-0.0050,0.2944,0.5000,4.9579,-0.0001,-0.0001,-0.0000,2.5682,2.1450,-4.2900,1.2841,29.2325,-0.2500,0.5394,0.5000,-0.0687,0.1518,-0.1663,0.0193
23.0800,2.5403,2.4438,-5.1383,1.0143,29.5096,-0.2494,0.1432,0.0050,0.0232,-0.0050,0.2994,0.5000,4.9579,-0.0001,-0.0001,-0.0000,2.5896,2.1386,-4.2771,1.2948,29.2300,-0.2500,0.5444,0.5000,-0.0690,0.1520,-0.1666,0.0200
23.0900,2.5647,2.4374,-5.1280,1.0271,29.5071,-0.2494,0.1433,0.0049,0.0232,-0.0051,0.3044,0.5000,4.9580,-0.0001,-0.0001,-0.0000,2.6110,2.1321,-4.2641,1.3055,29.2275,-0.2500,0.5494,0.5000,-0.0693,0.1522,-0.1668,0.0206
23.1000,2.5890,2.4310,-5.1176,1.0400,29.5046,-0.2494,0.1433,0.0049,0.0231,-0.0051,0.3094,0.5000,4.9580,-0.0001,-0.0001,-0.0000,2.6323,2.1255,-4.2510,1.3161,29.2250,-0.2500,0.5544,0.5000,-0.0697,0.1524,-0.1670,0.0213
23.1100,2.6132,2.4245,-5.1071,1.0528,29.5021,-0.2495,0.1434,0.0048,0.0231,-0.0052,0.3144,0.5000,4.9580,-0.0001,-0.0001,-0.0000,2.6535,2.1189,-4.2378,1.3267,29.2225,-0.2500,0.5594,0.5000,-0.0700,0.1526,-0.1672,0.0220
23.1200,2.6374,2.4180,-5.0964,1.0655,29.4996,-0.2495,0.1434,0.0048,0.0230,-0.0052,0.3194,0.5000,4.9580,-0.0001,-0.0001,-0.0000,2.6747,2.1122,-4.2245,1.3373,29.2200,-0.2500,0.5644,0.5000,-0.0703,0.1527,-0.1674,0.0226
23.1300,2.6615,2.4114,-5.0856,1.0783,29.4971,-0.2495,0.1435,0.0047,0.0229,-0.0053,0.3244,0.5000,4.9581,-0.0001,-0.0001,-0.0000,2.6957,2.1055,-4.2111,1.3479,29.2175,-0.2500,0.5694,0.5000,-0.0706,0.1529,-0.1676,0.0233
23.1400,2.6856,2.4047,-5.0747,1.0910,29.4946,-0.2495,0.1435,0.0047,0.0229,-0.0053,0.3294,0.5000,4.9581,-0.0001,-0.0001,-0.0000,2.7168,2.0988,-4.1975,1.3584,29.2150,-0.2500,0.5744,0.5000,-0.0709,0.1531,-0.1678,0.0240
23.1500,2.7096,2.3980,-5.0637,1.1037,29.4921,-0.2495,0.1435,0.0046,0.0228,-0.0054,0.3344,0.5000,4.9581,-0.0001,-0.0001,-0.0000,2.7377,2.0919,-4.1839,1.3689,29.2125,-0.2500,0.5794,0.5000,-0.0713,0.1532,-0.1680,0.0246
23.1600,2.7335,2.3913,-5.0525,1.1164,29.4896,-0.2495,0.1436,0.0046,0.0228,-0.0054,0.3394,0.5000,4.9582,-0.0001,-0.0001,-0.0000,2.7586,2.0851,-4.1701,1.3793,29.2100,-0.2500,0.5844,0.5000,-0.0716,0.1534,-0.1682,0.0253
23.1700,2.7573,2.3844,-5.0412,1.1290,29.4871,-0.2496,0.1436,0.0045,0.0227,-0.0055,0.3444,0.5000,4.9582,-0.0001,-0.0001,-0.0000,2.7794,2.0782,-4.1563,1.3897,29.2075,-0.2500,0.5894,0.5000,-0.0719,0.1536,-0.1684,0.0260
23.1800,2.7811,2.3775,-5.0298,1.1416,29.4846,-0.2496,0.1437,0.0045,0.0227,-0.0055,0.3494,0.5000,4.9582,-0.0001,-0.0001,-0.0000,2.8002,2.0712,-4.1424,1.4001,29.2050,-0.2500,0.5944,0.5000,-0.0722,0.1537,-0.1686,0.0266
23.1900,2.8048,2.3706,-5.0183,1.1542,29.4821,-0.2496,0.1437,0.0044,0.0226,-0.0056,0.3544,0.5000,4.9582,-0.0001,-0.0001,-0.0000,2.8208,2.0641,-4.1283,1.4104,29.2025,-0.2500,0.5994,0.5000,-0.0725,0.1538,-0.1687,0.0273
23.2000,2.8284,2.3636,-5.0066,1.1667,29.4796,-0.2496,0.1438,0.0044,0.0226,-0.0056,0.3594,0.5000,4.9583,-0.0001,-0.0001,-0.0000,2.8414,2.0571,-4.1141,1.4207,29.2000,-0.2500,0.6044,0.5000,-0.0728,0.1540,-0.1689,0.0280
23.2100,2.8520,2.3565,-4.9948,1.1793,29.4771,-0.2496,0.1438,0.0043,0.0225,-0.0057,0.3644,0.5000,4.9583,-0.0001,-0.0001,-0.0000,2.8620,2.0499,-4.0999,1.4310,29.1975,-0.2500,0.6094,0.5000,-0.0731,0.1541,-0.1690,0.0287
23.2200,2.8755,2.3494,-4.9829,1.1918,29.4746,-0.2496,0.1439,0.0043,0.0224,-0.0057,0.3694,0.5000,4.9583,-0.0001,-0.0001,-0.0000,2.8824,2.0428,-4.0855,1.4412,29.1950,-0.2500,0.6144,0.5000,-0.0734,0.1543,-0.1692,0.0293
23.2300,2.8989,2.3422,-4.9708,1.2042,29.4721,-0.2497,0.1439,0.0042,0.0224,-0.0057,0.3744,0.5000,4.9583,-0.0001,-0.0001,-0.0000,2.9028,2.0355,-4.0711,1.4514,29.1925,-0.2500,0.6194,0.5000,-0.0737,0.1544,-0.1693,0.0300
23.2400,2.9223,2.3349,-4.9587,1.2166,29.4696,-0.2497,0.1439,0.0042,0.0223,-0.0058,0.3794,0.5000,4.9583,-0.0001,-0.0001,-0.0000,2.9232,2.0282,-4.0565,1.4616,29.1900,-0.2500,0.6244,0.5000,-0.0740,0.1545,-0.1695,0.0307
23.2500,2.9455,2.3276,-4.9464,1.2290,29.4671,-0.2497,0.1440,0.0041,0.0223,-0.0058,0.3844,0.5000,4.9584,-0.0001,-0.0001,-0.0000,2.9434,2.0209,-4.0418,1.4717,29.1875,-0.2500,0.6294,0.5000,-0.0743,0.1546,-0.1696,0.0314
23.2600,2.9687,2.3203,-4.9340,1.2414,29.4646,-0.2497,0.1440,0.0040,0.0222,-0.0059,0.3894,0.5000,4.9584,-0.0001,-0.0001,-0.0000,2.9636,2.0135,-4.0271,1.4818,29.1850,-0.2500,0.6344,0.5000,-0.0746,0.1548,-0.1697,0.0321
23.2700,2.9919,2.3128,-4.9214,1.2538,29.4621,-0.2497,0.1441,0.0040,0.0222,-0.0059,0.3944,0.5000,4.9584,-0.0001,-0.0001,-0.0000,2.9837,2.0061,-4.0122,1.4918,29.1825,-0.2500,0.6394,0.5000,-0.0749,0.1549,-0.1698,0.0328
23.2800,3.0149,2.3054,-4.9088,1.2661,29.4596,-0.2498,0.1441,0.0039,0.0221,-0.0059,0.3994,0.5000,4.9584,-0.0001,-0.0001,-0.0000,3.0037,1.9986,-3.9972,1.5018,29.1800,-0.2500,0.6444,0.5000,-0.0752,0.1550,-0.1699,0.0335
23.2900,3.0379,2.2978,-4.8960,1.2783,29.4571,-0.2498,0.1441,0.0039,0.0220,-0.0060,0.4044,0.5000,4.9584,-0.0001,-0.0001,-0.0000,3.0236,1.9911,-3.9822,1.5118,29.1775,-0.2500,0.6494,0.5000,-0.0755,0.1551,-0.1700,0.0341
23.3000,3.0608,2.2902,-4.8831,1.2906,29.4546,-0.2498,0.1442,0.0038,0.0220,-0.0060,0.4094,0.5000,4.9585,-0.0001,-0.0001,-0.0000,3.0435,1.9835,-3.9670,1.5218,29.1750,-0.2500,0.6544,0.5000,-0.0758,0.1552,-0.1701,0.0348
23.3100,3.0836,2.2826,-4.8701,1.3028,29.4521,-0.2498,0.1442,0.0038,0.0219,-0.0061,0.4144,0.5000,4.9585,-0.0001,-0.0001,-0.0000,3.0633,1.9759,-3.9517,1.5317,29.1725,-0.2500,0.6594,0.5000,-0.0761,0.1553,-0.1702,0.0355
23.3200,3.1064,2.2749,-4.8569,1.3150,29.4496,-0.2498,0.1443,0.0037,0.0219,-0.0061,0.4194,0.5000,4.9585,-0.0001,-0.0001,-0.0000,3.0830,1.9682,-3.9364,1.5415,29.1700,-0.2500,0.6644,0.5000,-0.0764,0.1554,-0.1703,0.0362
23.3300,3.1291,2.2671,-4.8436,1.3271,29.4471,-0.2498,0.1443,0.0036,0.0218,-0.0061,0.4244,0.5000,4.9585,-0.0001,-0.0001,-0.0000,3.1027,1.9604,-3.9209,1.5513,29.1675,-0.2500,0.6694,0.5000,-0.0767,0.1555,-0.1703,0.0369
23.3400,3.1516,2.2593,-4.8302,1.3392,29.4447,-0.2499,0.1443,0.0036,0.0217,-0.0062,0.4294,0.5000,4.9585,-0.0001,-0.0001,-0.0000,3.1222,1.9527,-3.9053,1.5611,29.1650,-0.2500,0.6744,0.5000,-0.0770,0.1556,-0.1704,0.0376
23.3500,3.1742,2.2514,-4.8167,1.3513,29.4422,-0.2499,0.1444,0.0035,0.0217,-0.0062,0.4344,0.5000,4.9586,-0.0001,-0.0001,-0.0000,3.1417,1.9448,-3.8897,1.5709,29.1625,-0.2500,0.6794,0.5000,-0.0772,0.1557,-0.1705,0.0383
23.3600,3.1966,2.2435,-4.8031,1.3634,29.4397,-0.2499,0.1444,0.0035,0.0216,-0.0062,0.4394,0.5000,4.9586,-0.0001,-0.0001,-0.0000,3.1611,1.9370,-3.8739,1.5806,29.1600,-0.2500,0.6844,0.5000,-0.0775,0.1558,-0.1705,0.0390
23.3700,3.2189,2.2355,-4.7893,1.3754,29.4372,-0.2499,0.1444,0.0034,0.0215,-0.0063,0.4444,0.5000,4.9586,-0.0001,-0.0001,-0.0000,3.1805,1.9290,-3.8581,1.5902,29.1575,-0.2500,0.6894,0.5000,-0.0778,0.1558,-0.1705,0.0397
23.3800,3.2412,2.2274,-4.7755,1.3874,29.4347,-0.2499,0.1445,0.0033,0.0215,-0.0063,0.4494,0.5000,4.9586,-0.0001,-0.0001,-0.0000,3.1997,1.9211,-3.8421,1.5999,29.1550,-0.2500,0.6944,0.5000,-0.0781,0.1559,-0.1706,0.0404
23.3900,3.2634,2.2193,-4.7615,1.3993,29.4322,-0.2499,0.1445,0.0033,0.0214,-0.0063,0.4544,0.5000,4.9586,-0.0001,-0.0001,-0.0000,3.2189,1.9130,-3.8261,1.6094,29.1525,-0.2500,0.6994,0.5000,-0.0783,0.1560,-0.1706,0.0411
23.4000,3.2855,2.2112,-4.7474,1.4112,29.4297,-0.2500,0.1445,0.0032,0.0214,-0.0064,0.4594,0.5000,4.9586,-0.0001,-0.0000,-0.0000,3.2380,1.9050,-3.8099,1.6190,29.1500,-0.2500,0.7044,0.5000,-0.0786,0.1560,-0.1706,0.0418
23.4100,3.3076,2.2030,-4.7331,1.4231,29.4272,-0.2500,0.1446,0.0032,0.0213,-0.0064,0.4644,0.5000,4.9586,-0.0001,-0.0000,-0.0000,3.2570,1.8968,-3.7937,1.6285,29.1475,-0.2500,0.7094,0.5000,-0.0789,0.1561,-0.1706,0.0425
23.4200,3.3295,2.1947,-4.7188,1.4349,29.4247,-0.2500,0.1446,0.0031,0.0212,-0.0064,0.4694,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.2759,1.8887,-3.7773,1.6380,29.1450,-0.2500,0.7144,0.5000,-0.0791,0.1562,-0.1707,0.0432
23.4300,3.3514,2.1864,-4.7043,1.4467,29.4222,-0.2500,0.1446,0.0030,0.0212,-0.0065,0.4744,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.2948,1.8805,-3.7609,1.6474,29.1425,-0.2500,0.7194,0.5000,-0.0794,0.1562,-0.1707,0.0439
23.4400,3.3731,2.1780,-4.6897,1.4585,29.4197,-0.2500,0.1446,0.0030,0.0211,-0.0065,0.4794,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.3135,1.8722,-3.7444,1.6568,29.1400,-0.2500,0.7244,0.5000,-0.0797,0.1563,-0.1707,0.0445
23.4500,3.3948,2.1696,-4.6750,1.4702,29.4172,-0.2500,0.1447,0.0029,0.0210,-0.0065,0.4844,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.3322,1.8639,-3.7278,1.6661,29.1375,-0.2500,0.7294,0.5000,-0.0799,0.1563,-0.1706,0.0452
23.4600,3.4165,2.1611,-4.6602,1.4819,29.4147,-0.2501,0.1447,0.0029,0.0210,-0.0066,0.4894,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.3508,1.8555,-3.7111,1.6754,29.1350,-0.2500,0.7344,0.5000,-0.0802,0.1563,-0.1706,0.0459
23.4700,3.4380,2.1526,-4.6453,1.4936,29.4122,-0.2501,0.1447,0.0028,0.0209,-0.0066,0.4944,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.3693,1.8471,-3.6943,1.6847,29.1325,-0.2500,0.7394,0.5000,-0.0805,0.1564,-0.1706,0.0466
23.4800,3.4594,2.1440,-4.6302,1.5052,29.4097,-0.2501,0.1448,0.0027,0.0208,-0.0066,0.4994,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.3877,1.8387,-3.6774,1.6939,29.1300,-0.2500,0.7444,0.5000,-0.0807,0.1564,-0.1706,0.0473
23.4900,3.4808,2.1353,-4.6151,1.5168,29.4072,-0.2501,0.1448,0.0027,0.0208,-0.0066,0.5044,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.4061,1.8302,-3.6604,1.7030,29.1275,-0.2500,0.7494,0.5000,-0.0810,0.1565,-0.1705,0.0480
23.5000,3.5020,2.1266,-4.5998,1.5283,29.4047,-0.2501,0.1448,0.0026,0.0207,-0.0067,0.5094,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.4244,1.8217,-3.6433,1.7122,29.1250,-0.2500,0.7544,0.5000,-0.0812,0.1565,-0.1705,0.0487
23.5100,3.5232,2.1179,-4.5844,1.5398,29.4022,-0.2501,0.1448,0.0025,0.0206,-0.0067,0.5144,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.4425,1.8131,-3.6262,1.7213,29.1225,-0.2500,0.7594,0.5000,-0.0815,0.1565,-0.1704,0.0494
23.5200,3.5443,2.1091,-4.5689,1.5513,29.3996,-0.2501,0.1449,0.0025,0.0206,-0.0067,0.5194,0.5000,4.9587,-0.0001,-0.0000,-0.0000,3.4606,1.8044,-3.6089,1.7303,29.1200,-0.2500,0.7644,0.5000,-0.0817,0.1565,-0.1704,0.0501
23.5300,3.5653,2.1002,-4.5532,1.5627,29.3971,-0.2502,0.1449,0.0024,0.0205,-0.0068,0.5244,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.4786,1.7958,-3.5916,1.7393,29.1175,-0.2500,0.7694,0.5000,-0.0820,0.1565,-0.1703,0.0508
23.5400,3.5862,2.0913,-4.5375,1.5741,29.3946,-0.2502,0.1449,0.0023,0.0204,-0.0068,0.5294,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.4965,1.7871,-3.5741,1.7483,29.1150,-0.2500,0.7744,0.5000,-0.0822,0.1565,-0.1702,0.0515
23.5500,3.6070,2.0823,-4.5216,1.5854,29.3921,-0.2502,0.1449,0.0023,0.0204,-0.0068,0.5344,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.5144,1.7783,-3.5566,1.7572,29.1125,-0.2500,0.7794,0.5000,-0.0824,0.1566,-0.1701,0.0522
23.5600,3.6278,2.0733,-4.5057,1.5967,29.3896,-0.2502,0.1450,0.0022,0.0203,-0.0068,0.5394,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.5321,1.7695,-3.5390,1.7660,29.1100,-0.2500,0.7844,0.5000,-0.0827,0.1566,-0.1700,0.0529
23.5700,3.6484,2.0642,-4.4896,1.6080,29.3871,-0.2502,0.1450,0.0021,0.0202,-0.0068,0.5444,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.5497,1.7606,-3.5213,1.7749,29.1075,-0.2500,0.7894,0.5000,-0.0829,0.1566,-0.1699,0.0535
23.5800,3.6690,2.0551,-4.4734,1.6192,29.3846,-0.2502,0.1450,0.0021,0.0202,-0.0069,0.5494,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.5673,1.7517,-3.5035,1.7837,29.1050,-0.2500,0.7944,0.5000,-0.0832,0.1566,-0.1698,0.0542
23.5900,3.6894,2.0460,-4.4571,1.6304,29.3821,-0.2503,0.1450,0.0020,0.0201,-0.0069,0.5544,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.5848,1.7428,-3.4856,1.7924,29.1025,-0.2500,0.7994,0.5000,-0.0834,0.1565,-0.1697,0.0549
23.6000,3.7098,2.0367,-4.4407,1.6416,29.3796,-0.2503,0.1450,0.0019,0.0200,-0.0069,0.5594,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.6022,1.7338,-3.4676,1.8011,29.1000,-0.2500,0.8044,0.5000,-0.0836,0.1565,-0.1696,0.0556
23.6100,3.7301,2.0275,-4.4242,1.6527,29.3771,-0.2503,0.1451,0.0019,0.0200,-0.0069,0.5644,0.5000,4.9588,-0.0001,-0.0000,-0.0000,3.6195,1.7248,-3.4496,1.8097,29.0975,-0.2500,0.8094,0.5000,-0.0838,0.1565,-0.1695,0.0563
