time,x,vx,y,vy,z,vz,phi,p,theta,q,psi,r,U1,U2,U3,U4,x_d,vx_d,y_d,vy_d,z_d,vz_d,psi_d,psi_dot_d,Ux,Uy,phi_d,theta_d
21.8500,-0.7415,2.7256,-5.3741,-0.6563,29.8152,-0.2481,0.1353,0.0062,0.0246,0.0031,-0.3156,0.5000,4.9516,0.0000,-0.0001,-0.0000,-0.3526,2.4938,-4.9876,-0.1763,29.5375,-0.2500,-0.0706,0.5000,-0.0184,0.1026,-0.1012,-0.0258
21.8600,-0.7142,2.7274,-5.3805,-0.6429,29.8128,-0.2481,0.1354,0.0062,0.0246,0.0030,-0.3106,0.5000,4.9516,0.0000,-0.0001,-0.0000,-0.3276,2.4946,-4.9893,-0.1638,29.5350,-0.2500,-0.0656,0.5000,-0.0189,0.1032,-0.1019,-0.0258
21.8700,-0.6869,2.7292,-5.3868,-0.6294,29.8103,-0.2481,0.1354,0.0063,0.0247,0.0030,-0.3056,0.5000,4.9517,0.0000,-0.0001,-0.0000,-0.3027,2.4954,-4.9908,-0.1513,29.5325,-0.2500,-0.0606,0.5000,-0.0194,0.1038,-0.1026,-0.0258
21.8800,-0.6596,2.7309,-5.3930,-0.6159,29.8078,-0.2481,0.1355,0.0063,0.0247,0.0029,-0.3006,0.5000,4.9518,0.0000,-0.0001,-0.0000,-0.2777,2.4961,-4.9923,-0.1389,29.5300,-0.2500,-0.0556,0.5000,-0.0198,0.1044,-0.1033,-0.0258
21.8900,-0.6323,2.7325,-5.3990,-0.6024,29.8053,-0.2481,0.1356,0.0063,0.0247,0.0028,-0.2956,0.5000,4.9518,0.0000,-0.0001,-0.0000,-0.2528,2.4968,-4.9936,-0.1264,29.5275,-0.2500,-0.0506,0.5000,-0.0203,0.1050,-0.1040,-0.0257
21.9000,-0.6050,2.7341,-5.4049,-0.5889,29.8028,-0.2481,0.1356,0.0064,0.0248,0.0028,-0.2906,0.5000,4.9519,0.0000,-0.0001,-0.0000,-0.2278,2.4974,-4.9948,-0.1139,29.5250,-0.2500,-0.0456,0.5000,-0.0208,0.1055,-0.1047,-0.0257
21.9100,-0.5776,2.7356,-5.4106,-0.5754,29.8004,-0.2481,0.1357,0.0064,0.0248,0.0027,-0.2856,0.5000,4.9520,0.0000,-0.0001,-0.0000,-0.2028,2.4979,-4.9959,-0.1014,29.5225,-0.2500,-0.0406,0.5000,-0.0212,0.1061,-0.1054,-0.0257
21.9200,-0.5502,2.7371,-5.4163,-0.5619,29.7979,-0.2481,0.1357,0.0064,0.0248,0.0026,-0.2806,0.5000,4.9520,0.0000,-0.0001,-0.0000,-0.1778,2.4984,-4.9968,-0.0889,29.5200,-0.2500,-0.0356,0.5000,-0.0217,0.1067,-0.1060,-0.0256
21.9300,-0.5228,2.7384,-5.4217,-0.5483,29.7954,-0.2481,0.1358,0.0064,0.0248,0.0026,-0.2756,0.5000,4.9521,0.0000,-0.0001,-0.0000,-0.1528,2.4988,-4.9977,-0.0764,29.5175,-0.2500,-0.0306,0.5000,-0.0222,0.1073,-0.1067,-0.0256
21.9400,-0.4954,2.7398,-5.4271,-0.5347,29.7929,-0.2481,0.1359,0.0065,0.0249,0.0025,-0.2706,0.5000,4.9521,0.0000,-0.0001,-0.0000,-0.1279,2.4992,-4.9984,-0.0639,29.5150,-0.2500,-0.0256,0.5000,-0.0226,0.1078,-0.1074,-0.0255
21.9500,-0.4680,2.7410,-5.4323,-0.5211,29.7904,-0.2481,0.1359,0.0065,0.0249,0.0024,-0.2656,0.5000,4.9522,0.0000,-0.0001,-0.0000,-0.1029,2.4995,-4.9989,-0.0514,29.5125,-0.2500,-0.0206,0.5000,-0.0231,0.1084,-0.1081,-0.0255
21.9600,-0.4406,2.7422,-5.4374,-0.5076,29.7880,-0.2481,0.1360,0.0065,0.0249,0.0024,-0.2606,0.5000,4.9523,0.0000,-0.0001,-0.0000,-0.0779,2.4997,-4.9994,-0.0389,29.5100,-0.2500,-0.0156,0.5000,-0.0236,0.1090,-0.1088,-0.0254
21.9700,-0.4132,2.7433,-5.4423,-0.4940,29.7855,-0.2481,0.1361,0.0065,0.0249,0.0023,-0.2556,0.5000,4.9523,0.0000,-0.0001,-0.0000,-0.0529,2.4999,-4.9997,-0.0264,29.5075,-0.2500,-0.0106,0.5000,-0.0240,0.1095,-0.1095,-0.0253
21.9800,-0.3857,2.7443,-5.4471,-0.4803,29.7830,-0.2481,0.1361,0.0066,0.0250,0.0022,-0.2506,0.5000,4.9524,0.0000,-0.0001,-0.0000,-0.0279,2.5000,-4.9999,-0.0139,29.5050,-0.2500,-0.0056,0.5000,-0.0245,0.1101,-0.1102,-0.0253
21.9900,-0.3583,2.7452,-5.4518,-0.4667,29.7805,-0.2481,0.1362,0.0066,0.0250,0.0022,-0.2456,0.5000,4.9524,0.0000,-0.0001,-0.0000,-0.0029,2.5000,-5.0000,-0.0014,29.5025,-0.2500,-0.0006,0.5000,-0.0249,0.1106,-0.1109,-0.0252
22.0000,-0.3308,2.7461,-5.4563,-0.4531,29.7780,-0.2481,0.1363,0.0066,0.0250,0.0021,-0.2406,0.5000,4.9525,0.0000,-0.0001,-0.0000,0.0221,2.5000,-5.0000,0.0111,29.5000,-0.2500,0.0044,0.5000,-0.0254,0.1112,-0.1115,-0.0251
22.0100,-0.3034,2.7470,-5.4607,-0.4394,29.7756,-0.2481,0.1363,0.0066,0.0250,0.0020,-0.2356,0.5000,4.9526,0.0000,-0.0001,-0.0000,0.0471,2.4999,-4.9998,0.0236,29.4975,-0.2500,0.0094,0.5000,-0.0259,0.1117,-0.1122,-0.0250
22.0200,-0.2759,2.7477,-5.4650,-0.4257,29.7731,-0.2481,0.1364,0.0066,0.0250,0.0020,-0.2306,0.5000,4.9526,0.0000,-0.0001,-0.0000,0.0721,2.4997,-4.9995,0.0361,29.4950,-0.2500,0.0144,0.5000,-0.0263,0.1123,-0.1129,-0.0249
22.0300,-0.2484,2.7484,-5.4691,-0.4121,29.7706,-0.2481,0.1365,0.0067,0.0251,0.0019,-0.2256,0.5000,4.9527,0.0000,-0.0001,-0.0000,0.0971,2.4995,-4.9991,0.0486,29.4925,-0.2500,0.0194,0.5000,-0.0268,0.1128,-0.1136,-0.0247
22.0400,-0.2209,2.7490,-5.4731,-0.3984,29.7681,-0.2481,0.1365,0.0067,0.0251,0.0018,-0.2206,0.5000,4.9527,0.0000,-0.0001,-0.0000,0.1221,2.4993,-4.9985,0.0611,29.4900,-0.2500,0.0244,0.5000,-0.0272,0.1134,-0.1143,-0.0246
22.0500,-0.1934,2.7496,-5.4769,-0.3847,29.7656,-0.2481,0.1366,0.0067,0.0251,0.0018,-0.2156,0.5000,4.9528,0.0000,-0.0001,-0.0000,0.1471,2.4989,-4.9978,0.0736,29.4875,-0.2500,0.0294,0.5000,-0.0277,0.1139,-0.1149,-0.0245
22.0600,-0.1659,2.7500,-5.4806,-0.3710,29.7632,-0.2481,0.1367,0.0067,0.0251,0.0017,-0.2106,0.5000,4.9529,0.0000,-0.0001,-0.0000,0.1721,2.4985,-4.9970,0.0860,29.4850,-0.2500,0.0344,0.5000,-0.0281,0.1145,-0.1156,-0.0244
22.0700,-0.1384,2.7505,-5.4842,-0.3573,29.7607,-0.2481,0.1367,0.0067,0.0251,0.0016,-0.2056,0.5000,4.9529,0.0000,-0.0001,-0.0000,0.1971,2.4981,-4.9961,0.0985,29.4825,-0.2500,0.0394,0.5000,-0.0286,0.1150,-0.1163,-0.0242
22.0800,-0.1109,2.7508,-5.4876,-0.3436,29.7582,-0.2481,0.1368,0.0068,0.0251,0.0016,-0.2006,0.5000,4.9530,0.0000,-0.0001,-0.0000,0.2221,2.4975,-4.9951,0.1110,29.4800,-0.2500,0.0444,0.5000,-0.0291,0.1155,-0.1170,-0.0241
22.0900,-0.0834,2.7511,-5.4909,-0.3298,29.7557,-0.2481,0.1369,0.0068,0.0252,0.0015,-0.1956,0.5000,4.9530,0.0000,-0.0001,-0.0000,0.2470,2.4969,-4.9939,0.1235,29.4775,-0.2500,0.0494,0.5000,-0.0295,0.1160,-0.1176,-0.0239
22.1000,-0.0559,2.7513,-5.4941,-0.3161,29.7532,-0.2481,0.1369,0.0068,0.0252,0.0014,-0.1906,0.5000,4.9531,0.0000,-0.0001,-0.0000,0.2720,2.4963,-4.9926,0.1360,29.4750,-0.2500,0.0544,0.5000,-0.0300,0.1166,-0.1183,-0.0237
22.1100,-0.0284,2.7514,-5.4971,-0.3023,29.7508,-0.2481,0.1370,0.0068,0.0252,0.0013,-0.1856,0.5000,4.9532,0.0000,-0.0001,-0.0000,0.2970,2.4956,-4.9912,0.1485,29.4725,-0.2500,0.0594,0.5000,-0.0304,0.1171,-0.1190,-0.0236
22.1200,-0.0008,2.7515,-5.5000,-0.2886,29.7483,-0.2481,0.1371,0.0068,0.0252,0.0013,-0.1806,0.5000,4.9532,0.0000,-0.0001,-0.0000,0.3219,2.4948,-4.9896,0.1610,29.4700,-0.2500,0.0644,0.5000,-0.0309,0.1176,-0.1196,-0.0234
22.1300,0.0267,2.7515,-5.5028,-0.2748,29.7458,-0.2481,0.1371,0.0068,0.0252,0.0012,-0.1756,0.5000,4.9533,0.0000,-0.0001,-0.0000,0.3468,2.4940,-4.9880,0.1734,29.4675,-0.2500,0.0694,0.5000,-0.0313,0.1181,-0.1203,-0.0232
22.1400,0.0542,2.7514,-5.5054,-0.2611,29.7433,-0.2481,0.1372,0.0068,0.0252,0.0011,-0.1706,0.5000,4.9534,0.0000,-0.0001,-0.0000,0.3718,2.4931,-4.9862,0.1859,29.4650,-0.2500,0.0744,0.5000,-0.0318,0.1186,-0.1210,-0.0230
22.1500,0.0817,2.7513,-5.5078,-0.2473,29.7408,-0.2481,0.1373,0.0068,0.0252,0.0011,-0.1656,0.5000,4.9534,0.0000,-0.0001,-0.0000,0.3967,2.4921,-4.9842,0.1984,29.4625,-0.2500,0.0794,0.5000,-0.0322,0.1191,-0.1216,-0.0228
22.1600,0.1092,2.7511,-5.5102,-0.2335,29.7383,-0.2481,0.1374,0.0069,0.0252,0.0010,-0.1606,0.5000,4.9535,0.0000,-0.0001,-0.0000,0.4216,2.4911,-4.9822,0.2108,29.4600,-0.2500,0.0844,0.5000,-0.0327,0.1196,-0.1223,-0.0226
22.1700,0.1367,2.7508,-5.5124,-0.2197,29.7359,-0.2481,0.1374,0.0069,0.0253,0.0009,-0.1556,0.5000,4.9535,0.0000,-0.0001,-0.0000,0.4465,2.4900,-4.9800,0.2233,29.4575,-0.2500,0.0894,0.5000,-0.0331,0.1202,-0.1229,-0.0224
22.1800,0.1642,2.7504,-5.5144,-0.2059,29.7334,-0.2481,0.1375,0.0069,0.0253,0.0008,-0.1506,0.5000,4.9536,0.0000,-0.0001,-0.0000,0.4714,2.4889,-4.9777,0.2357,29.4550,-0.2500,0.0944,0.5000,-0.0336,0.1207,-0.1236,-0.0222
22.1900,0.1917,2.7500,-5.5164,-0.1921,29.7309,-0.2481,0.1376,0.0069,0.0253,0.0008,-0.1456,0.5000,4.9537,0.0000,-0.0001,-0.0000,0.4963,2.4877,-4.9753,0.2482,29.4525,-0.2500,0.0994,0.5000,-0.0340,0.1212,-0.1242,-0.0220
22.2000,0.2192,2.7495,-5.5181,-0.1783,29.7284,-0.2482,0.1376,0.0069,0.0253,0.0007,-0.1406,0.5000,4.9537,0.0000,-0.0001,-0.0000,0.5212,2.4864,-4.9728,0.2606,29.4500,-0.2500,0.1044,0.5000,-0.0344,0.1216,-0.1249,-0.0218
22.2100,0.2467,2.7490,-5.5198,-0.1645,29.7259,-0.2482,0.1377,0.0069,0.0253,0.0006,-0.1356,0.5000,4.9538,0.0000,-0.0001,-0.0000,0.5460,2.4850,-4.9701,0.2730,29.4475,-0.2500,0.1094,0.5000,-0.0349,0.1221,-0.1255,-0.0215
22.2200,0.2742,2.7484,-5.5213,-0.1507,29.7235,-0.2482,0.1378,0.0069,0.0253,0.0006,-0.1306,0.5000,4.9538,0.0000,-0.0001,-0.0000,0.5709,2.4837,-4.9673,0.2854,29.4450,-0.2500,0.1144,0.5000,-0.0353,0.1226,-0.1262,-0.0213
22.2300,0.3017,2.7477,-5.5227,-0.1369,29.7210,-0.2482,0.1378,0.0069,0.0253,0.0005,-0.1256,0.5000,4.9539,0.0000,-0.0001,-0.0000,0.5957,2.4822,-4.9644,0.2979,29.4425,-0.2500,0.1194,0.5000,-0.0358,0.1231,-0.1268,-0.0210
22.2400,0.3291,2.7469,-5.5239,-0.1231,29.7185,-0.2482,0.1379,0.0069,0.0253,0.0004,-0.1206,0.5000,4.9540,0.0000,-0.0001,-0.0000,0.6205,2.4807,-4.9613,0.3103,29.4400,-0.2500,0.1244,0.5000,-0.0362,0.1236,-0.1275,-0.0208
22.2500,0.3566,2.7461,-5.5250,-0.1093,29.7160,-0.2482,0.1380,0.0069,0.0253,0.0003,-0.1156,0.5000,4.9540,0.0000,-0.0001,-0.0000,0.6453,2.4791,-4.9582,0.3227,29.4375,-0.2500,0.1294,0.5000,-0.0367,0.1241,-0.1281,-0.0205
22.2600,0.3841,2.7452,-5.5259,-0.0954,29.7135,-0.2482,0.1380,0.0069,0.0253,0.0003,-0.1106,0.5000,4.9541,0.0000,-0.0001,-0.0000,0.6701,2.4774,-4.9549,0.3351,29.4350,-0.2500,0.1344,0.5000,-0.0371,0.1245,-0.1288,-0.0202
22.2700,0.4115,2.7442,-5.5268,-0.0816,29.7110,-0.2482,0.1381,0.0069,0.0253,0.0002,-0.1056,0.5000,4.9541,0.0000,-0.0001,-0.0000,0.6949,2.4757,-4.9515,0.3474,29.4325,-0.2500,0.1394,0.5000,-0.0375,0.1250,-0.1294,-0.0200
22.2800,0.4389,2.7432,-5.5274,-0.0678,29.7086,-0.2482,0.1382,0.0069,0.0253,0.0001,-0.1006,0.5000,4.9542,0.0000,-0.0001,-0.0000,0.7196,2.4740,-4.9479,0.3598,29.4300,-0.2500,0.1444,0.5000,-0.0380,0.1255,-0.1300,-0.0197
22.2900,0.4663,2.7421,-5.5280,-0.0540,29.7061,-0.2482,0.1382,0.0069,0.0253,0.0001,-0.0956,0.5000,4.9542,0.0000,-0.0001,-0.0000,0.7444,2.4721,-4.9443,0.3722,29.4275,-0.2500,0.1494,0.5000,-0.0384,0.1260,-0.1306,-0.0194
22.3000,0.4938,2.7409,-5.5284,-0.0401,29.7036,-0.2482,0.1383,0.0069,0.0253,-0.0000,-0.0906,0.5000,4.9543,0.0000,-0.0001,-0.0000,0.7691,2.4703,-4.9405,0.3845,29.4250,-0.2500,0.1544,0.5000,-0.0388,0.1264,-0.1313,-0.0191
22.3100,0.5212,2.7397,-5.5286,-0.0263,29.7011,-0.2482,0.1384,0.0069,0.0253,-0.0001,-0.0856,0.5000,4.9544,0.0000,-0.0001,-0.0000,0.7938,2.4683,-4.9366,0.3969,29.4225,-0.2500,0.1594,0.5000,-0.0393,0.1269,-0.1319,-0.0188
22.3200,0.5485,2.7384,-5.5288,-0.0125,29.6986,-0.2483,0.1385,0.0069,0.0253,-0.0002,-0.0806,0.5000,4.9544,-0.0000,-0.0001,-0.0000,0.8184,2.4663,-4.9326,0.4092,29.4200,-0.2500,0.1644,0.5000,-0.0397,0.1273,-0.1325,-0.0185
22.3300,0.5759,2.7370,-5.5287,0.0014,29.6962,-0.2483,0.1385,0.0069,0.0253,-0.0002,-0.0756,0.5000,4.9545,-0.0000,-0.0001,-0.0000,0.8431,2.4642,-4.9284,0.4215,29.4175,-0.2500,0.1694,0.5000,-0.0401,0.1278,-0.1331,-0.0182
22.3400,0.6033,2.7356,-5.5286,0.0152,29.6937,-0.2483,0.1386,0.0069,0.0253,-0.0003,-0.0706,0.5000,4.9545,-0.0000,-0.0001,-0.0000,0.8677,2.4621,-4.9241,0.4339,29.4150,-0.2500,0.1744,0.5000,-0.0406,0.1282,-0.1337,-0.0179
22.3500,0.6306,2.7341,-5.5283,0.0290,29.6912,-0.2483,0.1387,0.0069,0.0253,-0.0004,-0.0656,0.5000,4.9546,-0.0000,-0.0001,-0.0000,0.8923,2.4599,-4.9197,0.4462,29.4125,-0.2500,0.1794,0.5000,-0.0410,0.1287,-0.1343,-0.0175
22.3600,0.6579,2.7325,-5.5279,0.0429,29.6887,-0.2483,0.1387,0.0069,0.0253,-0.0004,-0.0606,0.5000,4.9547,-0.0000,-0.0001,-0.0000,0.9169,2.4576,-4.9152,0.4585,29.4100,-0.2500,0.1844,0.5000,-0.0414,0.1291,-0.1349,-0.0172
22.3700,0.6852,2.7308,-5.5273,0.0567,29.6862,-0.2483,0.1388,0.0069,0.0253,-0.0005,-0.0556,0.5000,4.9547,-0.0000,-0.0001,-0.0000,0.9415,2.4553,-4.9106,0.4707,29.4075,-0.2500,0.1894,0.5000,-0.0419,0.1296,-0.1356,-0.0169
22.3800,0.7125,2.7291,-5.5266,0.0705,29.6837,-0.2483,0.1389,0.0069,0.0253,-0.0006,-0.0506,0.5000,4.9548,-0.0000,-0.0001,-0.0000,0.9660,2.4529,-4.9058,0.4830,29.4050,-0.2500,0.1944,0.5000,-0.0423,0.1300,-0.1362,-0.0165
22.3900,0.7398,2.7273,-5.5258,0.0843,29.6813,-0.2483,0.1389,0.0069,0.0253,-0.0007,-0.0456,0.5000,4.9548,-0.0000,-0.0001,-0.0000,0.9905,2.4505,-4.9009,0.4953,29.4025,-0.2500,0.1994,0.5000,-0.0427,0.1304,-0.1367,-0.0162
22.4000,0.7671,2.7255,-5.5248,0.0982,29.6788,-0.2483,0.1390,0.0069,0.0253,-0.0007,-0.0406,0.5000,4.9549,-0.0000,-0.0001,-0.0000,1.0150,2.4479,-4.8959,0.5075,29.4000,-0.2500,0.2044,0.5000,-0.0431,0.1309,-0.1373,-0.0158
22.4100,0.7943,2.7236,-5.5237,0.1120,29.6763,-0.2484,0.1391,0.0069,0.0253,-0.0008,-0.0356,0.5000,4.9549,-0.0000,-0.0001,-0.0000,1.0395,2.4454,-4.8908,0.5197,29.3975,-0.2500,0.2094,0.5000,-0.0436,0.1313,-0.1379,-0.0155
22.4200,0.8215,2.7216,-5.5224,0.1258,29.6738,-0.2484,0.1391,0.0069,0.0252,-0.0009,-0.0306,0.5000,4.9550,-0.0000,-0.0001,-0.0000,1.0639,2.4427,-4.8855,0.5320,29.3950,-0.2500,0.2144,0.5000,-0.0440,0.1317,-0.1385,-0.0151
22.4300,0.8487,2.7195,-5.5210,0.1396,29.6713,-0.2484,0.1392,0.0069,0.0252,-0.0009,-0.0256,0.5000,4.9550,-0.0000,-0.0001,-0.0000,1.0883,2.4401,-4.8801,0.5442,29.3925,-0.2500,0.2194,0.5000,-0.0444,0.1321,-0.1391,-0.0147
22.4400,0.8759,2.7174,-5.5195,0.1534,29.6688,-0.2484,0.1393,0.0069,0.0252,-0.0010,-0.0206,0.5000,4.9551,-0.0000,-0.0001,-0.0000,1.1127,2.4373,-4.8746,0.5564,29.3900,-0.2500,0.2244,0.5000,-0.0448,0.1326,-0.1397,-0.0143
22.4500,0.9030,2.7152,-5.5178,0.1672,29.6664,-0.2484,0.1394,0.0069,0.0252,-0.0011,-0.0156,0.5000,4.9552,-0.0000,-0.0001,-0.0000,1.1371,2.4345,-4.8690,0.5685,29.3875,-0.2500,0.2294,0.5000,-0.0453,0.1330,-0.1402,-0.0140
22.4600,0.9302,2.7130,-5.5160,0.1810,29.6639,-0.2484,0.1394,0.0069,0.0252,-0.0012,-0.0106,0.5000,4.9552,-0.0000,-0.0001,-0.0000,1.1614,2.4316,-4.8632,0.5807,29.3850,-0.2500,0.2344,0.5000,-0.0457,0.1334,-0.1408,-0.0136
22.4700,0.9573,2.7106,-5.5140,0.1948,29.6614,-0.2484,0.1395,0.0068,0.0252,-0.0012,-0.0056,0.5000,4.9553,-0.0000,-0.0001,-0.0000,1.1857,2.4287,-4.8574,0.5929,29.3825,-0.2500,0.2394,0.5000,-0.0461,0.1338,-0.1414,-0.0132
22.4800,0.9843,2.7082,-5.5120,0.2086,29.6589,-0.2484,0.1396,0.0068,0.0252,-0.0013,-0.0006,0.5000,4.9553,-0.0000,-0.0001,-0.0000,1.2100,2.4257,-4.8514,0.6050,29.3800,-0.2500,0.2444,0.5000,-0.0465,0.1342,-0.1419,-0.0128
22.4900,1.0114,2.7058,-5.5097,0.2224,29.6564,-0.2485,0.1396,0.0068,0.0252,-0.0014,0.0044,0.5000,4.9554,-0.0000,-0.0001,-0.0000,1.2342,2.4226,-4.8453,0.6171,29.3775,-0.2500,0.2494,0.5000,-0.0469,0.1346,-0.1425,-0.0124
22.5000,1.0384,2.7032,-5.5074,0.2362,29.6539,-0.2485,0.1397,0.0068,0.0252,-0.0014,0.0094,0.5000,4.9554,-0.0000,-0.0001,-0.0000,1.2584,2.4195,-4.8390,0.6292,29.3750,-0.2500,0.2544,0.5000,-0.0473,0.1350,-0.1431,-0.0120
22.5100,1.0654,2.7006,-5.5049,0.2500,29.6514,-0.2485,0.1398,0.0068,0.0251,-0.0015,0.0144,0.5000,4.9555,-0.0000,-0.0001,-0.0000,1.2826,2.4163,-4.8327,0.6413,29.3725,-0.2500,0.2594,0.5000,-0.0477,0.1354,-0.1436,-0.0115
22.5200,1.0924,2.6980,-5.5022,0.2637,29.6490,-0.2485,0.1398,0.0068,0.0251,-0.0016,0.0194,0.5000,4.9555,-0.0000,-0.0001,-0.0000,1.3068,2.4131,-4.8262,0.6534,29.3700,-0.2500,0.2644,0.5000,-0.0482,0.1358,-0.1442,-0.0111
22.5300,1.1194,2.6952,-5.4995,0.2775,29.6465,-0.2485,0.1399,0.0068,0.0251,-0.0016,0.0244,0.5000,4.9556,-0.0000,-0.0001,-0.0000,1.3309,2.4098,-4.8196,0.6654,29.3675,-0.2500,0.2694,0.5000,-0.0486,0.1362,-0.1447,-0.0107
22.5400,1.1463,2.6924,-5.4965,0.2913,29.6440,-0.2485,0.1400,0.0068,0.0251,-0.0017,0.0294,0.5000,4.9556,-0.0000,-0.0001,-0.0000,1.3550,2.4065,-4.8129,0.6775,29.3650,-0.2500,0.2744,0.5000,-0.0490,0.1366,-0.1452,-0.0102
22.5500,1.1732,2.6896,-5.4935,0.3050,29.6415,-0.2485,0.1400,0.0067,0.0251,-0.0018,0.0344,0.5000,4.9557,-0.0000,-0.0001,-0.0000,1.3790,2.4030,-4.8061,0.6895,29.3625,-0.2500,0.2794,0.5000,-0.0494,0.1369,-0.1458,-0.0098
22.5600,1.2001,2.6866,-5.4903,0.3188,29.6390,-0.2485,0.1401,0.0067,0.0251,-0.0018,0.0394,0.5000,4.9558,-0.0000,-0.0001,-0.0000,1.4030,2.3996,-4.7991,0.7015,29.3600,-0.2500,0.2844,0.5000,-0.0498,0.1373,-0.1463,-0.0094
22.5700,1.2269,2.6836,-5.4870,0.3325,29.6365,-0.2486,0.1402,0.0067,0.0250,-0.0019,0.0444,0.5000,4.9558,-0.0000,-0.0001,-0.0000,1.4270,2.3960,-4.7920,0.7135,29.3575,-0.2500,0.2894,0.5000,-0.0502,0.1377,-0.1468,-0.0089
22.5800,1.2537,2.6806,-5.4835,0.3462,29.6340,-0.2486,0.1402,0.0067,0.0250,-0.0020,0.0494,0.5000,4.9559,-0.0000,-0.0001,-0.0000,1.4510,2.3924,-4.7848,0.7255,29.3550,-0.2500,0.2944,0.5000,-0.0506,0.1381,-0.1473,-0.0085
22.5900,1.2805,2.6774,-5.4799,0.3599,29.6316,-0.2486,0.1403,0.0067,0.0250,-0.0021,0.0544,0.5000,4.9559,-0.0000,-0.0001,-0.0000,1.4749,2.3888,-4.7775,0.7374,29.3525,-0.2500,0.2994,0.5000,-0.0510,0.1384,-0.1479,-0.0080
22.6000,1.3072,2.6742,-5.4762,0.3736,29.6291,-0.2486,0.1404,0.0066,0.0250,-0.0021,0.0594,0.5000,4.9560,-0.0000,-0.0001,-0.0000,1.4987,2.3850,-4.7701,0.7494,29.3500,-0.2500,0.3044,0.5000,-0.0514,0.1388,-0.1484,-0.0075
22.6100,1.3339,2.6710,-5.4723,0.3873,29.6266,-0.2486,0.1404,0.0066,0.0250,-0.0022,0.0644,0.5000,4.9560,-0.0000,-0.0001,-0.0000,1.5226,2.3813,-4.7625,0.7613,29.3475,-0.2500,0.3094,0.5000,-0.0518,0.1392,-0.1489,-0.0070
22.6200,1.3606,2.6676,-5.4683,0.4010,29.6241,-0.2486,0.1405,0.0066,0.0249,-0.0023,0.0694,0.5000,4.9561,-0.0000,-0.0001,-0.0000,1.5464,2.3774,-4.7549,0.7732,29.3450,-0.2500,0.3144,0.5000,-0.0522,0.1395,-0.1494,-0.0066
22.6300,1.3872,2.6642,-5.4641,0.4147,29.6216,-0.2486,0.1406,0.0066,0.0249,-0.0023,0.0744,0.5000,4.9561,-0.0000,-0.0001,-0.0000,1.5701,2.3735,-4.7471,0.7851,29.3425,-0.2500,0.3194,0.5000,-0.0526,0.1399,-0.1499,-0.0061
22.6400,1.4139,2.6607,-5.4599,0.4284,29.6191,-0.2487,0.1406,0.0066,0.0249,-0.0024,0.0794,0.5000,4.9562,-0.0000,-0.0001,-0.0000,1.5938,2.3696,-4.7392,0.7969,29.3400,-0.2500,0.3244,0.5000,-0.0530,0.1402,-0.1504,-0.0056
22.6500,1.4404,2.6572,-5.4554,0.4420,29.6166,-0.2487,0.1407,0.0065,0.0249,-0.0025,0.0844,0.5000,4.9562,-0.0000,-0.0001,-0.0000,1.6175,2.3656,-4.7311,0.8087,29.3375,-0.2500,0.3294,0.5000,-0.0534,0.1406,-0.1508,-0.0051
22.6600,1.4670,2.6536,-5.4509,0.4557,29.6142,-0.2487,0.1408,0.0065,0.0248,-0.0025,0.0894,0.5000,4.9563,-0.0000,-0.0001,-0.0000,1.6411,2.3615,-4.7230,0.8206,29.3350,-0.2500,0.3344,0.5000,-0.0538,0.1409,-0.1513,-0.0046
22.6700,1.4935,2.6499,-5.4462,0.4693,29.6117,-0.2487,0.1408,0.0065,0.0248,-0.0026,0.0944,0.5000,4.9563,-0.0000,-0.0001,-0.0000,1.6647,2.3574,-4.7147,0.8324,29.3325,-0.2500,0.3394,0.5000,-0.0542,0.1412,-0.1518,-0.0041
22.6800,1.5199,2.6462,-5.4414,0.4829,29.6092,-0.2487,0.1409,0.0065,0.0248,-0.0027,0.0994,0.5000,4.9564,-0.0000,-0.0001,-0.0000,1.6883,2.3532,-4.7063,0.8441,29.3300,-0.2500,0.3444,0.5000,-0.0546,0.1416,-0.1523,-0.0036
22.6900,1.5464,2.6424,-5.4364,0.4965,29.6067,-0.2487,0.1410,0.0064,0.0248,-0.0027,0.1044,0.5000,4.9564,-0.0000,-0.0001,-0.0000,1.7118,2.3489,-4.6978,0.8559,29.3275,-0.2500,0.3494,0.5000,-0.0550,0.1419,-0.1527,-0.0031
22.7000,1.5727,2.6385,-5.4313,0.5101,29.6042,-0.2488,0.1410,0.0064,0.0247,-0.0028,0.1094,0.5000,4.9564,-0.0000,-0.0001,-0.0000,1.7353,2.3446,-4.6892,0.8676,29.3250,-0.2500,0.3544,0.5000,-0.0554,0.1422,-0.1532,-0.0026
22.7100,1.5991,2.6346,-5.4261,0.5237,29.6017,-0.2488,0.1411,0.0064,0.0247,-0.0029,0.1144,0.5000,4.9565,-0.0000,-0.0001,-0.0000,1.7587,2.3402,-4.6805,0.8793,29.3225,-0.2500,0.3594,0.5000,-0.0557,0.1426,-0.1537,-0.0021
22.7200,1.6254,2.6306,-5.4207,0.5373,29.5992,-0.2488,0.1412,0.0064,0.0247,-0.0029,0.1194,0.5000,4.9565,-0.0000,-0.0001,-0.0000,1.7821,2.3358,-4.6716,0.8910,29.3200,-0.2500,0.3644,0.5000,-0.0561,0.1429,-0.1541,-0.0015
